movie_title,genres,title_year,imdb_score,actor_1_name,actor_2_name,actor_3_name,language,country
The Thirteenth Floor ,Mystery|Sci-Fi|Thriller,1999,7,Gretchen Mol,Craig Bierko,Brad William Henke,English,Germany
The Cookout ,Comedy,2004,3.6,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,English,USA
Meteor ,Action|Drama|Sci-Fi|Thriller,1979,4.9,Martin Landau,Karl Malden,Brian Keith,English,USA
Duets ,Comedy|Drama|Music,2000,6,Lochlyn Munro,Marian Seldes,Huey Lewis,English,USA
Hollywood Ending ,Comedy|Romance,2002,6.6,Woody Allen,Debra Messing,Treat Williams,English,USA
Detroit Rock City ,Comedy|Music,1999,6.8,Natasha Lyonne,Lin Shaye,Shannon Tweed,English,USA
Highlander ,Action|Adventure|Fantasy,1986,7.2,Christopher Lambert,Jon Polito,Celia Imrie,English,UK
Things We Lost in the Fire ,Drama,2007,7.2,Alison Lohman,Omar Benson Miller,Robin Weigert,English,USA
Steel ,Action|Crime|Sci-Fi,1997,2.8,Charles Napier,Annabeth Gish,Hill Harper,English,USA
The Immigrant ,Drama|Romance,2013,6.6,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,English,USA
The White Countess ,Drama|History|Romance|War,2005,6.7,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,English,UK
Trance ,Crime|Drama|Mystery|Thriller,2013,7,Rosario Dawson,Spencer Wilding,Tuppence Middleton,English,UK
Soul Plane ,Comedy,2004,4.4,Mo'Nique,Snoop Dogg,Tom Arnold,English,USA
Welcome to the Sticks ,Comedy|Romance,2008,7.1,Dany Boon,Kad Merad,Michel Galabru,French,France
Good ,Drama|Romance|War,2008,6.2,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,English,UK
Enter the Void ,Drama|Fantasy,2009,7.3,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,English,France
Vamps ,Comedy|Horror|Romance,2012,5.1,Taylor Negron,Justin Kirk,Ivan Sergei,English,USA
Hachi: A Dog's Tale ,Drama|Family,2009,8.1,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,English,USA
Zulu ,Crime|Drama|Thriller,2013,6.7,Orlando Bloom,Tanya van Graan,Conrad Kemp,English,France
The Homesman ,Drama|Western,2014,6.6,Barry Corbin,Tim Blake Nelson,Miranda Otto,English,USA
Juwanna Mann ,Comedy|Drama|Romance|Sport,2002,4.5,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,English,USA
Lilyhammer             ,Comedy|Crime|Drama,,8.1,Steven Van Zandt,Trond Fausa,Tommy Karlsen,English,Norway
Ararat ,Drama|War,2002,6.6,David Alpay,Marie-Josée Croze,Charles Aznavour,English,Canada
Madison ,Drama|Sport,2001,6.5,Bruce Dern,Jake Lloyd,William Shockley,English,USA
Slow Burn ,Drama|Mystery|Thriller,2005,5.9,Mekhi Phifer,LL Cool J,Fisher Stevens,English,USA
Wasabi ,Action|Comedy|Crime|Drama|Thriller,2001,6.6,Carole Bouquet,Ryôko Hirosue,Michel Muller,French,France
Slither ,Comedy|Horror|Sci-Fi,2006,6.5,Dustin Milligan,Gregg Henry,Tania Saulnier,English,Canada
Beverly Hills Cop ,Action|Comedy|Crime,1984,7.3,Judge Reinhold,Ronny Cox,James Russo,English,USA
Home Alone ,Comedy|Family,1990,7.5,Macaulay Culkin,Devin Ratray,Catherine O'Hara,English,USA
3 Men and a Baby ,Comedy|Drama|Family,1987,5.9,Tom Selleck,Ted Danson,Steve Guttenberg,English,USA
Tootsie ,Comedy|Drama|Romance,1982,7.4,Bill Murray,Sydney Pollack,Teri Garr,English,USA
Top Gun ,Action|Drama|Romance,1986,6.9,Tom Cruise,Tom Skerritt,Adrian Pasdar,English,USA
"Crouching Tiger, Hidden Dragon ",Action|Drama|Romance,2000,7.9,Chen Chang,Pei-Pei Cheng,Sihung Lung,Mandarin,Taiwan
American Beauty ,Drama,1999,8.4,Kevin Spacey,Peter Gallagher,Ara Celi,English,USA
The King's Speech ,Biography|Drama|History|Romance,2010,8,Colin Firth,Jennifer Ehle,Derek Jacobi,English,UK
Twins ,Comedy|Crime,1988,6,Kelly Preston,Tony Jay,Hugh O'Brian,English,USA
Scream: The TV Series             ,Crime|Drama|Horror|Mystery|Thriller,,7.3,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,English,USA
The Yellow Handkerchief ,Drama|Romance,2008,6.8,Kristen Stewart,Eddie Redmayne,William Hurt,English,USA
The Color Purple ,Drama,1985,7.8,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,English,USA
Tidal Wave ,Action|Comedy|Drama|Thriller,2009,5.7,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,Korean,South Korea
Ben-Hur ,Adventure|Drama|History,2016,6.1,Morgan Freeman,Ayelet Zurer,Moises Arias,English,USA
The Imitation Game ,Biography|Drama|Thriller|War,2014,8.1,Benedict Cumberbatch,Rory Kinnear,Allen Leech,English,UK
Private Benjamin ,Comedy|War,1980,6.1,Eileen Brennan,Albert Brooks,Alan Oppenheimer,English,USA
Coal Miner's Daughter ,Biography|Drama|Music|Musical,1980,7.5,Sissy Spacek,Beverly D'Angelo,Levon Helm,English,USA
Diary of a Wimpy Kid ,Comedy|Family,2010,6.2,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,English,USA
Mama ,Fantasy|Horror,2013,6.2,Javier Botet,Megan Charpentier,Isabelle Nélisse,English,Canada
Halloween ,Horror|Thriller,1978,7.9,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,English,USA
National Lampoon's Vacation ,Adventure|Comedy,1983,7.4,Beverly D'Angelo,Randy Quaid,Jane Krakowski,English,USA
Bad Grandpa ,Comedy,2013,6.6,Jackson Nicoll,Georgina Cates,Grasie Mercedes,English,USA
The Queen ,Biography|Drama,2006,7.3,Roger Allam,Sylvia Syms,Alex Jennings,English,UK
Beetlejuice ,Comedy|Fantasy,1988,7.5,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,English,USA
Why Did I Get Married? ,Comedy|Drama,2007,5.6,Michael Jai White,Tasha Smith,Lamman Rucker,English,USA
Little Women ,Drama|Family|Romance,1994,7.3,Christian Bale,Kirsten Dunst,Eric Stoltz,English,USA
The Woman in Black ,Drama|Fantasy|Horror|Thriller,2012,6.4,Daniel Radcliffe,Roger Allam,Jessica Raine,English,UK
When a Stranger Calls ,Horror|Thriller,2006,5,Madeline Carroll,Tessa Thompson,Brian Geraghty,English,USA
Big Fat Liar ,Adventure|Comedy|Family,2002,5.4,Frankie Muniz,Donald Faison,Lee Majors,English,USA
The Deer Hunter ,Drama|War,1978,8.2,Robert De Niro,Meryl Streep,John Savage,English,UK
Wag the Dog ,Comedy|Drama,1997,7.1,Robert De Niro,Kirsten Dunst,John Michael Higgins,English,USA
The Lizzie McGuire Movie ,Adventure|Comedy|Family|Music|Romance,2003,5.3,Clayton Snyder,Adam Lamberg,Alex Borstein,English,USA
Snitch ,Action|Drama|Thriller,2013,6.5,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,English,USA
Krampus ,Comedy|Fantasy|Horror,2015,6.2,Adam Scott,Conchata Ferrell,Allison Tolman,English,USA
The Faculty ,Horror|Mystery|Sci-Fi,1998,6.4,Jordana Brewster,Salma Hayek,Clea DuVall,English,USA
What's Love Got to Do with It ,Biography|Drama|Music,1993,7.2,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,English,USA
Cop Land ,Crime|Drama|Thriller,1997,6.9,Robert De Niro,Sylvester Stallone,Janeane Garofalo,English,USA
Not Another Teen Movie ,Comedy,2001,5.7,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,English,USA
End of Watch ,Crime|Drama|Thriller,2012,7.7,Jake Gyllenhaal,Anna Kendrick,America Ferrera,English,USA
Aloha ,Comedy|Drama|Romance,2015,5.4,Emma Stone,Bradley Cooper,Bill Murray,English,USA
The Skulls ,Action|Crime|Drama|Thriller,2000,5.6,Paul Walker,Leslie Bibb,William Petersen,English,USA
The Theory of Everything ,Biography|Drama|Romance,2014,7.7,Eddie Redmayne,Emily Watson,Simon McBurney,English,UK
Malibu's Most Wanted ,Comedy|Crime,2003,5.1,Greg Grunberg,Regina Hall,Blair Underwood,English,USA
Where the Heart Is ,Comedy|Drama|Romance,2000,6.8,Natalie Portman,James Frain,Stockard Channing,English,USA
Lawrence of Arabia ,Adventure|Biography|Drama|History|War,1962,8.4,Claude Rains,José Ferrer,Jack Hawkins,English,UK
Halloween II ,Horror,2009,4.9,Scout Taylor-Compton,Tyler Mane,Margot Kidder,English,USA
Wild ,Adventure|Biography|Drama,2014,7.1,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,English,USA
The Last House on the Left ,Crime|Horror|Thriller,2009,6.6,Tony Goldwyn,Monica Potter,Martha MacIsaac,English,USA
The Wedding Date ,Comedy|Romance,2005,6.1,Jack Davenport,Debra Messing,Holland Taylor,English,USA
Halloween: Resurrection ,Comedy|Horror|Thriller,2002,4.1,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,English,USA
Clash of the Titans ,Action|Adventure|Fantasy,2010,5.8,Liam Neeson,Jason Flemyng,Alexa Davalos,English,USA
The Princess Bride ,Adventure|Family|Fantasy|Romance,1987,8.1,Robin Wright,Carol Kane,André the Giant,English,USA
The Great Debaters ,Biography|Drama,2007,7.6,Denzel Washington,Jurnee Smollett-Bell,John Heard,English,USA
Drive ,Crime|Drama,2011,7.8,Ryan Gosling,Albert Brooks,Russ Tamblyn,English,USA
Confessions of a Teenage Drama Queen ,Comedy|Family|Music|Romance,2004,4.6,Adam Garcia,Carol Kane,Glenne Headly,English,Germany
The Object of My Affection ,Comedy|Drama|Romance,1998,6,Liam Aiken,Tim Daly,Kali Rocha,English,USA
28 Weeks Later ,Drama|Horror|Sci-Fi,2007,7,Jeremy Renner,Harold Perrineau,Catherine McCormack,English,UK
When the Game Stands Tall ,Drama|Family|Sport,2014,6.7,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,English,USA
Because of Winn-Dixie ,Comedy|Drama|Family,2005,6.4,Cicely Tyson,Luke Benward,Eva Marie Saint,English,USA
Love & Basketball ,Drama|Romance|Sport,2000,7.2,Alfre Woodard,Sanaa Lathan,Omar Epps,English,USA
Grosse Pointe Blank ,Action|Comedy|Crime|Romance|Thriller,1997,7.4,Minnie Driver,Michael Cudlitz,Mitchell Ryan,English,USA
All About Steve ,Comedy|Romance,2009,4.8,Bradley Cooper,Katy Mixon,Beth Grant,English,USA
Book of Shadows: Blair Witch 2 ,Adventure|Fantasy|Horror|Mystery|Thriller,2000,4,Kim Director,Erica Leerhsen,Kurt Loder,English,USA
The Craft ,Drama|Fantasy|Horror|Thriller,1996,6.2,Christine Taylor,Rachel True,Brenda Strong,English,USA
Match Point ,Drama|Romance|Thriller,2005,7.7,Scarlett Johansson,Mark Gatiss,Penelope Wilton,English,UK
Ramona and Beezus ,Adventure|Comedy|Family|Fantasy,2010,6.7,Sierra McCormick,Hutch Dano,Jason Spevack,English,USA
The Remains of the Day ,Drama|Romance,1993,7.9,Anthony Hopkins,Peter Vaughan,Ben Chaplin,English,UK
Boogie Nights ,Drama,1997,7.9,Don Cheadle,Nicole Ari Parker,Nina Hartley,English,USA
Nowhere to Run ,Action|Crime|Drama|Romance|Thriller,1993,5.5,Kieran Culkin,Rosanna Arquette,Joss Ackland,English,USA
Flicka ,Adventure|Drama|Family,2006,6.2,Alison Lohman,Danny Pino,Tim McGraw,English,USA
The Hills Have Eyes II ,Horror,2007,5.1,Jeff Kober,Daniella Alonso,Jacob Vargas,English,USA
Urban Legends: Final Cut ,Horror|Mystery|Thriller,2000,4.1,Loretta Devine,Joey Lawrence,Jacinda Barrett,English,USA
Tuck Everlasting ,Drama|Family|Fantasy|Romance,2002,6.7,William Hurt,Sissy Spacek,Jonathan Jackson,English,USA
The Marine ,Action|Drama|Thriller,2006,4.7,Kelly Carlson,Firass Dirani,Drew Powell,English,USA
Keanu ,Action|Comedy,2016,6.4,Nia Long,Will Forte,Keegan-Michael Key,English,USA
Country Strong ,Drama|Music,2010,6.3,Leighton Meester,Cinda McCain,Tim McGraw,English,Official site
Disturbing Behavior ,Horror|Mystery|Sci-Fi|Thriller,1998,5.5,Bruce Greenwood,Ethan Embry,Katharine Isabelle,English,Australia
The Place Beyond the Pines ,Crime|Drama|Thriller,2012,7.3,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,English,USA
The November Man ,Action|Crime|Thriller,2014,6.3,Luke Bracey,Akie Kotabe,Will Patton,English,USA
Eye of the Beholder ,Drama|Mystery|Thriller,1999,4.9,Jason Priestley,Patrick Bergin,Geneviève Bujold,English,Canada
The Hurt Locker ,Drama|History|Thriller|War,2008,7.6,Jeremy Renner,Christian Camargo,Brian Geraghty,English,USA
Firestarter ,Action|Horror|Sci-Fi|Thriller,1984,6,Heather Locklear,George C. Scott,David Keith,English,USA
Killing Them Softly ,Crime|Thriller,2012,6.2,Brad Pitt,Sam Shepard,Ben Mendelsohn,English,USA
A Most Wanted Man ,Crime|Drama|Thriller,2014,6.8,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,English,UK
Freddy Got Fingered ,Comedy,2001,4.5,Rip Torn,Harland Williams,Eddie Kaye Thomas,English,USA
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Adventure|Animation|Comedy|Family,2008,5.7,Yuri Lowenthal,Cam Clarke,Phil Vischer,English,USA
U2 3D ,Documentary|Music,2007,8.4,Bono,The Edge,Larry Mullen Jr.,English,USA
Highlander: Endgame ,Action|Adventure|Fantasy|Sci-Fi,2000,4.6,Christopher Lambert,Adrian Paul,Adam Copeland,English,USA
Idlewild ,Crime|Drama|Musical|Romance,2006,6.2,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,English,USA
One Day ,Drama|Romance,2011,7,Anne Hathaway,Jim Sturgess,Rafe Spall,English,USA
Whip It ,Drama|Sport,2009,6.9,Daniel Stern,Jimmy Fallon,Alia Shawkat,English,USA
Knockaround Guys ,Crime|Drama|Thriller,2001,6.1,Vin Diesel,Tom Noonan,Kevin Gage,English,USA
Confidence ,Crime|Thriller,2003,6.7,Louis Lombardi,Brian Van Holt,Leland Orser,English,USA
The Muse ,Comedy,1999,5.6,Jeff Bridges,Bradley Whitford,Albert Brooks,English,USA
De-Lovely ,Biography|Drama|Music|Musical,2004,6.6,Kevin McNally,Keith Allen,Sandra Nelson,English,USA
New York Stories ,Comedy|Drama|Romance,1989,6.4,Woody Allen,Larry David,Mia Farrow,English,USA
Barney's Great Adventure ,Adventure|Family,1998,2.8,Trevor Morgan,Kyla Pratt,Shirley Douglas,English,Canada
The Man with the Iron Fists ,Action,2012,5.4,Rick Yune,RZA,Daniel Wu,English,USA
Home Fries ,Comedy|Drama|Romance,1998,5,Catherine O'Hara,Jake Busey,Shelley Duvall,English,USA
Here on Earth ,Drama|Romance,2000,5.1,Bruce Greenwood,Chris Klein,Elaine Hendrix,English,USA
Brazil ,Drama|Sci-Fi,1985,8,Robert De Niro,Bob Hoskins,Jim Broadbent,English,UK
Raise Your Voice ,Family|Music|Romance,2004,5.9,Oliver James,Rebecca De Mornay,Jason Ritter,English,USA
The Dead Zone             ,Drama|Fantasy|Mystery|Sci-Fi,,7.5,David Ogden Stiers,Nicole de Boer,Chris Bruno,English,Canada
The Big Lebowski ,Comedy|Crime,1998,8.2,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,English,USA
Black Snake Moan ,Drama|Music,2006,7,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,English,USA
Dark Blue ,Crime|Drama|Romance|Thriller,2002,6.6,Khandi Alexander,Dash Mihok,Michael Michele,English,USA
A Mighty Heart ,Biography|Drama|History|Thriller|War,2007,6.7,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,English,USA
Whatever It Takes ,Comedy|Drama|Romance,2000,5.5,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,English,USA
Boat Trip ,Comedy,2002,4.9,Vivica A. Fox,Lin Shaye,Bob Gunton,English,USA
The Importance of Being Earnest ,Comedy|Drama|Romance,2002,6.9,Colin Firth,Tom Wilkinson,Rupert Everett,English,UK
The Love Letter ,Fantasy|Romance,1998,7.4,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,English,USA
Hoot ,Adventure|Comedy|Family,2006,5.6,Logan Lerman,Neil Flynn,Tim Blake Nelson,English,USA
In Bruges ,Comedy|Crime|Drama,2008,8,Elizabeth Berrington,Anna Madeley,Eric Godon,English,UK
Peeples ,Comedy|Romance,2013,5.3,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,English,USA
The Rocker ,Comedy|Music,2008,6.2,Emma Stone,Bradley Cooper,Josh Gad,English,USA
Post Grad ,Comedy|Romance,2009,5.3,J.K. Simmons,Zach Gilford,Bobby Coleman,English,USA
Promised Land ,Drama,2012,6.6,Matt Damon,Hal Holbrook,Terry Kinney,English,USA
Whatever Works ,Comedy|Romance,2009,7.2,Larry David,Michael McKean,Conleth Hill,English,USA
The In Crowd ,Drama|Mystery|Thriller,2000,4.6,Matthew Settle,Susan Ward,A.J. Buckley,English,USA
Three Burials ,Adventure|Crime|Drama|Mystery|Western,2005,7.5,Levon Helm,Dwight Yoakam,Guillermo Arriaga,English,France
Jakob the Liar ,Drama|War,1999,6.5,Robin Williams,Mark Margolis,Michael Jeter,English,France
Kiss Kiss Bang Bang ,Comedy|Crime|Mystery,2005,7.6,Robert Downey Jr.,Corbin Bernsen,Larry Miller,English,USA
Idle Hands ,Comedy|Fantasy|Horror|Thriller,1999,6.2,Vivica A. Fox,Fred Willard,Elden Henson,English,USA
Mulholland Drive ,Drama|Mystery|Thriller,2001,8,Naomi Watts,Robert Forster,Laura Harring,English,France
Blood and Chocolate ,Drama|Fantasy|Horror|Romance,2007,5.5,Olivier Martinez,Agnes Bruckner,Chris Geere,English,USA
You Will Meet a Tall Dark Stranger ,Comedy|Drama|Romance,2010,6.3,Anthony Hopkins,Naomi Watts,Ewen Bremner,English,USA
Never Let Me Go ,Drama|Romance|Sci-Fi,2010,7.2,Andrew Garfield,Charlie Rowe,Charlotte Rampling,English,UK
The Company             ,Drama|History|Thriller,,7.9,Anna Silk,Tom Hollander,Alessandro Nivola,English,USA
Transsiberian ,Crime|Drama|Mystery|Thriller,2008,6.7,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,English,Spain
The Clan of the Cave Bear ,Adventure|Drama|Fantasy,1986,5.3,Curtis Armstrong,Pamela Reed,Mike Muscat,English,USA
Crazy in Alabama ,Comedy|Crime|Drama,1999,6.3,Meat Loaf,Elizabeth Perkins,Noah Emmerich,English,USA
Funny Games ,Crime|Drama|Horror|Thriller,2007,6.5,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,English,USA
Listening ,Drama|Sci-Fi|Thriller,2014,5.6,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,English,Cambodia
Felicia's Journey ,Drama|Thriller,1999,7,Bob Hoskins,Elaine Cassidy,Gerard McSorley,English,Canada
Metropolis ,Drama|Sci-Fi,1927,8.3,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,German,Germany
District B13 ,Action|Crime|Thriller,2004,7.2,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,French,France
Things to Do in Denver When You're Dead ,Crime|Drama,1995,6.8,Steve Buscemi,Bill Cobbs,Treat Williams,English,USA
The Assassin ,Action|Drama,2015,6.4,Qi Shu,Chen Chang,Satoshi Tsumabuki,Mandarin,Taiwan
Buffalo Soldiers ,Comedy|Crime|Drama|Thriller|War,2001,6.9,Dean Stockwell,Scott Glenn,Leon,English,UK
The Return ,Drama|Mystery|Thriller,2003,8,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Russian,Russia
Ong-bak 2 ,Action,2008,6.2,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Thai,Thailand
Centurion ,Action|Adventure|Drama|History|Thriller|War,2010,6.4,Michael Fassbender,JJ Feild,Dave Legeno,English,UK
Silent Trigger ,Action|Drama|Thriller,1996,5.6,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,English,Canada
The Midnight Meat Train ,Fantasy|Horror|Mystery,2008,6.1,Bradley Cooper,Brooke Shields,Leslie Bibb,English,USA
Winnie Mandela ,Biography|Drama|History,2011,6,Jennifer Hudson,Wendy Crewson,Aubrey Poo,English,South Africa
The Son of No One ,Crime|Drama|Thriller,2011,5.1,Channing Tatum,Al Pacino,Tracy Morgan,English,USA
All the Queen's Men ,Action|Comedy|Drama|War,2001,4.5,Eddie Izzard,Udo Kier,Edward Fox,English,Germany
The Good Night ,Comedy|Drama|Fantasy|Music|Romance,2007,5.9,Stephen Graham,Gael Le Cornec,Keith Allen,English,USA
Bathory: Countess of Blood ,Biography|Drama|Fantasy|History,2008,6,Anna Friel,Hans Matheson,Franco Nero,English,Slovakia
Khumba ,Adventure|Animation|Family,2013,5.8,Liam Neeson,Steve Buscemi,Loretta Devine,English,South Africa
Automata ,Action|Sci-Fi|Thriller,2014,6.1,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,English,Bulgaria
Dungeons & Dragons: Wrath of the Dragon God ,Action|Adventure|Fantasy,2005,4.9,Bruce Payne,Lucy Gaskell,Steven Elder,English,Germany
Chiamatemi Francesco - Il Papa della gente ,Biography,2015,5.7,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Spanish,Italy
Shinjuku Incident ,Action|Crime|Drama|Thriller,2009,7.1,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Mandarin,Hong Kong
Pandaemonium ,Biography|Drama,2000,6.6,Samantha Morton,Dexter Fletcher,Linus Roache,English,UK
Groundhog Day ,Comedy|Fantasy|Romance,1993,8.1,Bill Murray,Chris Elliott,Willie Garson,English,USA
Magic Mike XXL ,Comedy|Drama|Music,2015,5.7,Matt Bomer,Channing Tatum,Kevin Nash,English,USA
Romeo + Juliet ,Drama|Romance,1996,6.8,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,English,USA
Sarah's Key ,Drama|War,2010,7.5,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,French,France
Freedom ,Drama|Family|Music,2014,6.2,Sharon Leal,David Rasche,Bart Shatto,English,USA
Unforgiven ,Drama|Western,1992,8.3,Clint Eastwood,Morgan Freeman,Frances Fisher,English,USA
Manderlay ,Drama,2005,7.4,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,English,Denmark
Slumdog Millionaire ,Drama|Romance,2008,8,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,English,UK
Fatal Attraction ,Drama|Romance|Thriller,1987,6.9,Fred Gwynne,Lois Smith,Anne Archer,English,USA
Pretty Woman ,Comedy|Romance,1990,6.9,Julia Roberts,Hector Elizondo,Jason Alexander,English,USA
Towering Inferno             ,Comedy,,9.5,Martin Short,Andrea Martin,Joe Flaherty,English,Canada
Crocodile Dundee II ,Action|Adventure|Comedy,1988,5.5,Paul Hogan,Linda Kozlowski,John Meillon,English,Australia
Broken Horses ,Action|Crime|Drama|Mystery|Thriller,2015,5.7,María Valverde,Chris Marquette,Chad Bishop,English,USA
Born on the Fourth of July ,Biography|Drama|War,1989,7.2,Tom Cruise,Tom Berenger,Stephen Baldwin,English,USA
Cool Runnings ,Adventure|Comedy|Family|Sport,1993,6.9,Doug E. Doug,Leon,Malik Yoba,English,USA
My Bloody Valentine ,Horror|Thriller,2009,5.5,Jensen Ackles,Jaime King,Edi Gathegi,English,USA
The Possession ,Horror|Thriller,2012,5.9,Kyra Sedgwick,Madison Davenport,Natasha Calis,English,USA
First Blood ,Action|Adventure|Drama,1982,7.7,Sylvester Stallone,Brian Dennehy,Chris Mulkey,English,USA
Stomp the Yard ,Drama|Music|Romance,2007,5.2,Chris Brown,Laz Alonso,Harry Lennix,English,USA
The Spy Who Loved Me ,Action|Adventure|Sci-Fi|Thriller,1977,7.1,Caroline Munro,Desmond Llewelyn,Barbara Bach,English,UK
